ProductID,ProductName,ImgPath
31,Gorgonzola Telino,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/GorgonzolaTelino.jpg
32,Mascarpone Fabioli,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/MascarponeFabioli.png
33,Geitost,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Geitost.jpg
34,Sasquatch Ale,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Sasquatch%20Ale.jpg
35,Steeleye Stout,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/SteeleyeStout.jpg
36,Inlagd Sill,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/InlagdSill.jpg
37,Gravad lax,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Gravadlax.jpg
38,Côte de Blaye,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/C%C3%B4tedeBlaye.jpg
39,Chartreuse verte,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Chartreuseverte.jpg
40,Boston Crab Meat,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/BostonCrabMeat.jpg
41,Jack's New England Clam Chowder,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Jack'sNewEnglandClamChowder.jpg
42,Singaporean Hokkien Fried Mee,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/SingaporeanHokkienFriedMee.jpg
43,Ipoh Coffee,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/IpohCoffee.jpg
44,Gula Malacca,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/GulaMalacca.jpg
45,Rogede sild,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Rogedesild.jpg
46,Spegesild,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Spegesild.webp
47,Zaanse koeken,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Zaansekoeken.jpeg
48,Chocolade,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Chocolade.png
49,Maxilaku,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Maxilaku.jpg
50,Valkoinen suklaa,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Valkoinensuklaa.jpg
51,Manjimup Dried Apples,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/ManjimupDriedApples.jpg
52,Filo Mix,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/FiloMix.jpg
53,Perth Pasties,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/PerthPasties.jpg
54,Tourtière,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Tourti%C3%A8re.jpg
55,Pâté chinois,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/P%C3%A2t%C3%A9chinois.jpg
56,Gnocchi di nonna Alice,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/GnocchidinonnaAlice.webp
57,Ravioli Angelo,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/RavioliAngelo.jpg
58,Escargots de Bourgogne,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/EscargotsdeBourgogne.jpg
59,Raclette Courdavault,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/RacletteCourdavault.jpg
60,Camembert Pierrot,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/CamembertPierrot.JPG
61,Sirop d'érable,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Siropd'%C3%A9rable.jpg
62,Tarte au sucre,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Tarteausucre.webp
63,Vegie-spread,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Vegie-spread.jpg
64,Wimmers gute Semmelknödel,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/WimmersguteSemmelkn%C3%B6del.jpg
65,Louisiana Fiery Hot Pepper Sauce,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/LouisianaFieryHotPepperSauce.jpg
66,Louisiana Hot Spiced Okra,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/LouisianaHotSpicedOkra.jpg
67,Laughing Lumberjack Lager,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/LaughingLumberjackLager.jpg
68,Scottish Longbreads,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/ScottishLongbreads.jpg
69,Gudbrandsdalsost,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Gudbrandsdalsost.jpg
70,Outback Lager,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/OutbackLager.jpg
71,Flotemysost,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Flotemysost.webp
72,Mozzarella di Giovanni,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/MozzarelladiGiovanni.jpg
73,Röd Kaviar,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/R%C3%B6dKaviar.jpg
74,Longlife Tofu,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/LonglifeTofu.jpg
75,Rhönbräu Klosterbier,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Rh%C3%B6nbr%C3%A4uKlosterbier.png
76,Lakkalikööri,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/Lakkalik%C3%B6%C3%B6ri.jpg
77,Original Frankfurter grüne Soße,https://raw.githubusercontent.com/MishaKlymenko/imgSource/main/img/OriginalFrankfurtergr%C3%BCneSo%C3%9Fe.webp
